om,yr,mo,dy,date,time,tz,st,stf,stn,mag,inj,fat,loss,closs,slat,slon,elat,elon,len,wid,ns,sn,sg,f1,f2,f3,f4,fc
623099,2023,07,13,2023-07-13,19:16:00,3,CO,08,0,0,0,0,0,0,37.1800,-102.7800,37.1800,-102.7755,0.2500,10,1,1,1,9,0,0,0,0
623100,2023,07,13,2023-07-13,19:44:00,3,CO,08,0,0,0,0,0,0,37.0900,-102.5900,37.0900,-102.5900,0.0100,10,1,1,1,9,0,0,0,0
623101,2023,07,14,2023-07-14,03:03:00,3,AR,05,0,1,0,0,100000,0,35.0640,-94.2590,35.0210,-94.2330,3.4000,550,1,1,1,131,0,0,0,0
623102,2023,07,14,2023-07-14,13:24:00,3,MI,26,0,0,0,0,0,0,43.3500,-82.6010,43.3315,-82.5290,3.8400,475,1,1,1,151,0,0,0,0
623103,2023,07,14,2023-07-14,19:58:00,3,IL,17,0,0,0,0,0,0,41.8167,-88.2170,41.8490,-88.0528,8.7400,400,1,1,1,43,0,0,0,0
623104,2023,07,15,2023-07-15,19:47:00,3,NM,35,0,-9,0,0,0,0,36.2700,-104.2200,36.2614,-104.2155,0.6500,10,1,1,1,7,0,0,0,0
623105,2023,07,16,2023-07-16,08:56:00,3,MA,25,0,0,0,0,7000,0,42.2480,-72.0720,42.2740,-72.0540,2.0200,250,1,1,1,27,0,0,0,0
623106,2023,07,16,2023-07-16,13:08:00,3,PR,72,0,1,0,0,0,0,18.3677,-67.2000,18.3835,-67.2107,1.5000,70,1,1,1,3,0,0,0,0
623107,2023,07,16,2023-07-16,16:10:00,3,KS,20,0,0,0,0,0,0,38.8000,-98.6600,38.7900,-98.6700,0.8800,300,1,1,1,167,0,0,0,0
623108,2023,07,17,2023-07-17,14:17:00,3,GA,13,0,0,0,0,0,0,30.7241,-81.5438,30.7332,-81.5391,0.6900,10,1,1,1,39,0,0,0,0
623109,2023,07,17,2023-07-17,15:55:00,3,KS,20,0,0,0,0,0,0,37.8600,-99.4700,37.8600,-99.4700,0.0100,1,1,1,1,47,0,0,0,0
623110,2023,07,17,2023-07-17,18:00:00,3,AZ,04,0,0,0,0,0,0,34.6200,-112.3800,34.6987,-112.3910,5.4700,10,1,1,1,25,0,0,0,0
623111,2023,07,18,2023-07-18,11:43:00,3,KY,21,0,1,0,0,15000,0,37.0291,-89.0718,37.0297,-89.0647,0.3900,60,1,1,1,7,0,0,0,0
623112,2023,07,18,2023-07-18,13:04:00,3,KY,21,0,1,0,0,75000,0,36.9757,-87.8656,36.9770,-87.8576,0.4500,125,1,1,1,33,0,0,0,0
623113,2023,07,18,2023-07-18,16:14:00,3,AL,01,0,0,0,0,0,0,34.8100,-86.7100,34.7900,-86.6800,2.4000,100,1,1,1,89,0,0,0,0
623114,2023,07,18,2023-07-18,16:37:00,3,NE,31,0,-9,0,0,0,0,42.4177,-102.0855,42.3259,-101.9346,1.5000,50,1,1,1,161,0,0,0,0
623115,2023,07,18,2023-07-18,16:54:00,3,KY,21,0,0,0,0,0,0,37.5782,-85.1807,37.5792,-85.1790,0.1100,20,1,1,1,155,0,0,0,0
623116,2023,07,18,2023-07-18,17:45:00,3,SD,46,0,0,0,0,0,0,44.2100,-100.3800,44.2090,-100.3781,0.1200,10,1,1,1,117,0,0,0,0
623117,2023,07,19,2023-07-19,10:25:00,3,NC,37,0,3,16,0,300250000,0,36.0009,-77.8778,36.0613,-77.6477,13.5300,600,1,1,1,127,65,0,0,0
623118,2023,07,19,2023-07-19,13:30:00,3,MN,27,0,-9,0,0,0,0,47.6700,-94.6400,47.6805,-94.6352,0.5000,20,1,1,1,7,0,0,0,0
623119,2023,07,20,2023-07-20,14:00:00,3,CO,08,0,1,0,0,0,0,38.9133,-105.0565,38.9115,-105.0295,1.4500,75,1,1,1,119,0,0,0,0
623120,2023,07,20,2023-07-20,15:13:00,3,GA,13,0,0,0,0,0,0,34.4937,-84.6056,34.4774,-84.5673,2.4500,100,1,1,1,227,0,0,0,0
623121,2023,07,20,2023-07-20,15:23:00,3,GA,13,0,1,0,0,0,0,34.4610,-84.3531,34.4536,-84.3221,1.9000,100,1,1,1,227,0,0,0,0
623122,2023,07,21,2023-07-21,16:26:00,3,AL,01,0,1,0,0,0,0,34.6763,-86.5016,34.6230,-86.3944,7.1000,50,1,1,1,89,0,0,0,0
623123,2023,07,22,2023-07-22,14:50:00,3,FL,12,0,0,0,0,0,0,29.0100,-80.8800,29.0100,-80.8700,0.6000,20,1,1,1,127,0,0,0,0
623124,2023,07,22,2023-07-22,15:43:00,3,KS,20,0,-9,0,0,0,0,38.9632,-97.1055,38.9635,-97.1048,0.0400,20,1,1,1,41,0,0,0,0
623125,2023,07,24,2023-07-24,13:10:00,3,MO,29,0,2,2,0,400000,0,36.9357,-89.4861,36.9342,-89.4814,0.2800,25,1,1,1,201,0,0,0,0
623126,2023,07,25,2023-07-25,19:55:00,3,SD,46,0,0,0,0,0,0,44.2600,-98.8100,44.2596,-98.8088,0.0600,10,1,1,1,59,0,0,0,0
623127,2023,07,25,2023-07-25,20:25:00,3,NE,31,0,0,0,0,0,0,42.0000,-99.6900,41.9500,-99.5300,7.5500,35,1,1,1,115,0,0,0,0
623128,2023,07,25,2023-07-25,22:01:00,3,MN,27,0,0,0,0,0,0,45.3009,-94.9739,45.3008,-94.9454,1.3900,75,1,1,1,67,0,0,0,0
623129,2023,07,26,2023-07-26,12:39:00,3,MI,26,0,0,0,0,100000,10000,42.4150,-84.2520,42.4210,-84.2250,1.4400,150,1,1,1,75,0,0,0,0
623130,2023,07,26,2023-07-26,12:47:00,3,MI,26,0,0,0,0,150000,0,42.4180,-84.1680,42.4260,-84.1290,2.4300,100,1,1,1,75,93,0,0,0
623131,2023,07,27,2023-07-27,12:50:00,3,NH,33,0,1,0,0,0,0,42.9100,-72.3100,42.9100,-72.0600,12.6500,200,1,1,1,5,0,0,0,0
623132,2023,07,27,2023-07-27,18:22:00,3,WI,55,0,0,0,0,0,0,45.7084,-89.0020,45.7002,-88.9706,1.6800,90,1,1,1,37,0,0,0,0
623133,2023,07,28,2023-07-28,16:46:00,3,IA,19,0,1,0,0,60000,1000,42.6152,-93.4096,42.6108,-93.3547,2.8100,120,1,1,1,69,0,0,0,0
623134,2023,07,28,2023-07-28,16:55:00,3,IA,19,0,1,0,0,70000,1500,42.6067,-93.3490,42.5816,-93.3376,1.8200,125,1,1,1,69,0,0,0,0
623135,2023,07,28,2023-07-28,20:16:00,3,IA,19,0,0,0,0,0,0,41.8500,-90.1900,41.8470,-90.1680,1.0400,20,2,0,1,0,0,0,0,0
623135,2023,07,28,2023-07-28,20:16:00,3,IA,19,0,0,0,0,0,0,41.8500,-90.1900,41.8495,-90.1778,0.5100,20,2,1,2,45,0,0,0,0
623135,2023,07,28,2023-07-28,20:18:00,3,IL,17,0,0,0,0,0,0,41.8495,-90.1778,41.8470,-90.1680,0.5300,20,2,1,2,195,0,0,0,0
623136,2023,07,28,2023-07-28,21:25:00,3,IL,17,0,-9,0,0,0,0,41.5710,-88.7410,41.5690,-88.7086,1.6800,20,1,1,1,99,0,0,0,0
623137,2023,07,28,2023-07-28,21:28:00,3,WI,55,0,1,0,0,0,0,42.8850,-88.5580,42.8830,-88.5330,1.2700,90,1,1,1,55,133,0,0,0
623138,2023,07,28,2023-07-28,21:32:00,3,IL,17,0,0,0,0,0,0,41.6410,-88.6109,41.6436,-88.5961,0.7800,20,1,1,1,37,93,0,0,0
623139,2023,07,28,2023-07-28,21:35:00,3,IL,17,0,0,0,0,0,0,41.4899,-88.5709,41.4792,-88.4776,4.8900,80,1,1,1,93,0,0,0,0
623140,2023,07,28,2023-07-28,21:44:00,3,IL,17,0,0,0,0,0,0,41.4781,-88.4201,41.4736,-88.4040,1.0000,20,1,1,1,93,0,0,0,0
623141,2023,07,28,2023-07-28,21:52:00,3,IL,17,0,1,0,0,0,0,41.4810,-88.2825,41.5150,-88.1435,7.5700,225,1,1,1,93,197,0,0,0
623142,2023,07,28,2023-07-28,21:53:00,3,IL,17,0,0,0,0,0,0,41.4579,-88.2678,41.4610,-88.1694,5.1000,250,1,1,1,63,197,0,0,0
623143,2023,07,28,2023-07-28,21:59:00,3,IL,17,0,0,0,0,0,0,41.3636,-88.1732,41.3580,-88.0746,5.1300,60,1,1,1,197,0,0,0,0
623144,2023,07,28,2023-07-28,22:07:00,3,IL,17,0,0,0,0,0,0,41.3567,-88.0373,41.3545,-87.8997,7.1400,60,1,1,1,197,0,0,0,0
623145,2023,07,28,2023-07-28,22:19:00,3,IL,17,0,0,0,0,0,0,41.1559,-87.9455,41.1272,-87.8353,6.0700,350,1,1,1,91,0,0,0,0
623146,2023,07,28,2023-07-28,22:22:00,3,IL,17,0,-9,0,0,0,0,41.3001,-87.8032,41.3031,-87.7754,1.4600,15,1,1,1,197,0,0,0,0
623147,2023,07,28,2023-07-28,22:30:00,3,IL,17,0,1,0,0,0,0,41.1551,-87.7224,41.1556,-87.6165,5.5100,90,1,1,1,91,0,0,0,0
623148,2023,07,28,2023-07-28,22:49:00,3,IN,18,0,0,0,0,0,0,40.9442,-87.4886,40.9411,-87.4655,1.2200,20,1,1,1,111,0,0,0,0
623149,2023,07,28,2023-07-28,22:54:00,3,IN,18,0,0,0,0,0,0,40.9294,-87.4194,40.9247,-87.4091,0.6300,30,1,1,1,111,0,0,0,0
623150,2023,07,29,2023-07-29,00:19:00,3,IN,18,0,0,0,0,0,0,40.6702,-86.2114,40.6655,-86.1718,2.1000,50,1,1,1,17,0,0,0,0
623151,2023,07,29,2023-07-29,00:26:00,3,IN,18,0,0,0,0,60000,0,41.1800,-85.3200,41.1800,-85.2700,2.6800,150,1,1,1,183,3,0,0,0
623152,2023,07,29,2023-07-29,00:53:00,3,OH,39,0,1,0,0,55000,0,41.3266,-84.7940,41.3309,-84.7816,0.7100,100,1,1,1,39,0,0,0,0
623153,2023,07,29,2023-07-29,02:58:00,3,OH,39,0,1,0,0,230000,0,40.8036,-82.9023,40.7832,-82.7814,6.4800,100,1,1,1,33,0,0,0,0
623154,2023,07,29,2023-07-29,05:53:00,3,NE,31,0,1,0,0,750000,0,40.6125,-97.8657,40.5970,-97.8432,1.5900,260,1,1,1,35,0,0,0,0
623155,2023,07,29,2023-07-29,07:18:00,3,NE,31,0,1,0,0,0,0,40.6358,-96.7625,40.6367,-96.7574,0.2800,100,1,1,1,109,0,0,0,0
623156,2023,07,29,2023-07-29,17:30:00,3,CO,08,0,-9,0,0,0,0,39.9400,-104.3600,39.9400,-104.3600,0.0100,25,1,1,1,1,0,0,0,0
623157,2023,07,29,2023-07-29,18:17:00,3,MA,25,0,1,0,0,5000,0,42.0538,-71.1918,42.0542,-71.1887,0.1600,25,1,1,1,21,0,0,0,0
623158,2023,07,31,2023-07-31,17:46:00,3,CO,08,0,-9,0,0,0,0,40.8600,-104.8200,40.8600,-104.8200,0.0100,25,1,1,1,123,0,0,0,0
623159,2023,08,01,2023-08-01,20:04:00,3,ND,38,0,-9,0,0,0,0,47.1501,-100.8097,47.1444,-100.8057,0.4400,50,1,1,1,15,0,0,0,0
623160,2023,08,03,2023-08-03,12:21:00,3,TN,47,0,1,0,0,0,0,35.8367,-84.3675,35.8350,-84.3587,0.5000,200,1,1,1,145,0,0,0,0
623161,2023,08,03,2023-08-03,13:51:00,3,GA,13,0,0,0,0,0,0,34.3310,-83.1820,34.2200,-83.0550,10.4200,25,1,1,1,119,147,105,0,0
623162,2023,08,03,2023-08-03,14:16:00,3,SC,45,0,0,0,0,1000,0,34.8220,-82.7600,34.8190,-82.7490,0.6600,50,1,1,1,77,0,0,0,0
623163,2023,08,03,2023-08-03,15:14:00,3,SC,45,0,0,0,0,2000,0,34.8820,-82.7340,34.8800,-82.7100,1.3700,50,1,1,1,77,0,0,0,0
623164,2023,08,04,2023-08-04,16:57:00,3,MO,29,0,0,0,0,0,0,39.4059,-93.9435,39.4100,-93.8585,4.5500,20,1,1,1,177,0,0,0,0
623165,2023,08,04,2023-08-04,18:17:00,3,MO,29,0,0,0,0,0,0,39.1972,-93.3529,39.1907,-93.3254,1.5400,20,1,1,1,195,0,0,0,0
623166,2023,08,04,2023-08-04,22:13:00,3,MO,29,0,2,2,0,0,0,40.2408,-92.1957,40.2573,-92.2170,1.6400,450,1,1,1,103,0,0,0,0
623167,2023,08,05,2023-08-05,01:24:00,3,IL,17,0,1,0,0,0,0,40.1099,-91.3759,40.1241,-91.3260,2.8700,200,1,1,1,1,0,0,0,0
623168,2023,08,05,2023-08-05,13:30:00,3,IA,19,0,0,0,0,0,0,42.9930,-96.2100,42.9930,-96.1920,0.9200,30,1,1,1,167,0,0,0,0
623169,2023,08,05,2023-08-05,13:40:00,3,CO,08,0,-9,0,0,0,0,39.0700,-104.6700,39.0564,-104.6337,2.1600,10,1,1,1,41,0,0,0,0
623170,2023,08,05,2023-08-05,13:42:00,3,IA,19,0,-9,0,0,0,0,43.0470,-96.2090,43.0470,-96.2090,0.0500,10,1,1,1,167,0,0,0,0
623171,2023,08,05,2023-08-05,16:15:00,3,IL,17,0,0,0,0,0,0,37.6556,-89.4677,37.6610,-89.4616,0.5000,25,1,1,1,77,0,0,0,0
623172,2023,08,05,2023-08-05,16:30:00,3,IL,17,0,-9,0,0,0,0,39.0200,-87.9700,39.0214,-87.9689,0.1100,20,1,1,1,79,0,0,0,0
623173,2023,08,05,2023-08-05,18:53:00,3,NE,31,0,-9,0,0,0,0,41.7100,-96.7100,41.7100,-96.7100,0.1000,25,1,1,1,53,0,0,0,0
623174,2023,08,05,2023-08-05,20:24:00,3,IA,19,0,-9,0,0,0,0,42.0859,-94.9636,42.0862,-94.9575,0.3200,25,1,1,1,27,0,0,0,0
623175,2023,08,05,2023-08-05,20:29:00,3,IA,19,0,0,0,0,50000,0,42.2139,-94.8951,42.2245,-94.8848,0.9000,35,1,1,1,161,0,0,0,0
623176,2023,08,05,2023-08-05,20:30:00,3,IA,19,0,-9,0,0,0,0,42.2235,-94.9021,42.2281,-94.9032,0.3200,50,1,1,1,161,0,0,0,0
623177,2023,08,06,2023-08-06,14:12:00,3,MT,30,0,0,0,0,0,0,44.6770,-112.4110,44.6874,-112.3811,1.6400,40,1,1,1,1,0,0,0,0
623178,2023,08,06,2023-08-06,15:11:00,3,MT,30,0,-9,0,0,0,0,46.0790,-112.1330,46.1254,-112.0964,3.6600,70,1,1,1,43,0,0,0,0
623179,2023,08,06,2023-08-06,16:40:00,3,IL,17,0,-9,0,0,0,0,40.5776,-91.0899,40.5833,-90.9385,8.0100,20,1,1,1,67,0,0,0,0
623180,2023,08,06,2023-08-06,17:09:00,3,IL,17,0,2,0,0,0,0,39.6341,-89.5702,39.5750,-89.1010,25.3100,450,1,1,1,167,21,0,0,0
623181,2023,08,06,2023-08-06,22:24:00,3,IN,18,0,1,0,0,0,0,38.4896,-86.9426,38.5424,-86.4805,25.9000,200,1,1,1,37,117,0,0,0
623182,2023,08,06,2023-08-06,22:45:00,3,IN,18,0,1,0,0,0,0,38.5429,-86.6233,38.5421,-86.6068,0.9800,40,1,1,1,117,0,0,0,0
623183,2023,08,06,2023-08-06,22:53:00,3,IN,18,0,0,0,0,0,0,38.5345,-86.4598,38.5405,-86.4530,0.5600,60,1,1,1,117,0,0,0,0
623184,2023,08,06,2023-08-06,22:53:00,3,IN,18,0,1,0,0,0,0,38.5636,-86.4807,38.5632,-86.4623,1.0000,110,1,1,1,117,0,0,0,0
623185,2023,08,06,2023-08-06,22:53:00,3,IN,18,0,1,0,0,0,0,38.5577,-86.4863,38.5577,-86.3262,8.7400,175,1,1,1,117,0,0,0,0
623186,2023,08,06,2023-08-06,23:13:00,3,IN,18,0,1,0,0,0,0,38.5957,-86.1412,38.6118,-86.1160,1.7800,60,1,1,1,175,0,0,0,0
623187,2023,08,07,2023-08-07,12:17:00,3,TN,47,0,2,0,0,3700000,0,35.9308,-84.1580,35.9397,-84.0928,3.7000,200,1,1,1,93,0,0,0,0
623188,2023,08,07,2023-08-07,12:48:00,3,NC,37,0,1,0,0,0,0,36.0360,-82.4020,36.0170,-82.2930,6.2300,50,1,1,1,199,0,0,0,0
623189,2023,08,07,2023-08-07,13:00:00,3,KY,21,0,1,0,0,23000,0,38.1331,-82.6784,38.1365,-82.5625,6.3100,400,2,0,1,0,0,0,0,0
623189,2023,08,07,2023-08-07,13:00:00,3,KY,21,0,1,0,0,20000,0,38.1331,-82.6784,38.1360,-82.6302,2.6300,400,2,1,2,127,0,0,0,0
623189,2023,08,07,2023-08-07,13:07:00,3,WV,54,0,1,0,0,3000,0,38.1360,-82.6302,38.1365,-82.5625,3.6800,250,2,1,2,99,0,0,0,0
623190,2023,08,07,2023-08-07,14:40:00,3,NC,37,0,1,0,0,100000,0,35.7000,-81.1700,35.5400,-80.5430,36.2300,550,1,1,1,35,97,159,0,0
623191,2023,08,07,2023-08-07,15:02:00,3,PA,42,0,1,0,0,25000,0,39.7225,-76.8603,39.7298,-76.8579,0.5200,75,1,1,1,133,0,0,0,0
623192,2023,08,07,2023-08-07,15:07:00,3,NC,37,0,0,0,0,20000,0,35.4100,-80.9300,35.3920,-80.9010,2.0500,50,1,1,1,119,0,0,0,0
623193,2023,08,07,2023-08-07,15:13:00,3,NY,36,0,0,0,0,5000,0,42.4437,-76.2688,42.4620,-76.2568,1.4000,200,1,1,1,109,0,0,0,0
623194,2023,08,07,2023-08-07,15:17:00,3,NY,36,0,1,0,0,15000,0,42.4620,-76.2568,42.5451,-76.1031,9.7100,200,1,1,1,23,0,0,0,0
623195,2023,08,07,2023-08-07,15:24:00,3,PA,42,0,1,0,0,10000,0,39.8181,-76.5540,39.8384,-76.5423,1.5300,50,1,1,1,133,0,0,0,0
623196,2023,08,07,2023-08-07,15:35:00,3,KS,20,0,-9,0,0,0,0,39.7612,-101.5728,39.7596,-101.5688,0.2400,75,1,1,1,23,0,0,0,0
623197,2023,08,07,2023-08-07,15:40:00,3,PA,42,0,0,0,0,0,0,39.8806,-76.2673,39.8866,-76.2618,0.5100,40,1,1,1,71,0,0,0,0
623198,2023,08,07,2023-08-07,16:25:00,3,PA,42,0,1,0,0,5000,0,41.9795,-75.5018,41.9992,-75.4949,1.4100,200,1,1,1,115,0,0,0,0
623199,2023,08,07,2023-08-07,16:29:00,3,NY,36,0,1,0,0,15000,0,41.9992,-75.4959,42.0265,-75.4854,1.9600,200,1,1,1,7,0,0,0,0
623200,2023,08,07,2023-08-07,16:55:00,3,NY,36,0,0,0,0,10000,0,42.9400,-75.5800,42.9600,-75.5700,1.4700,175,1,1,1,53,0,0,0,0
623201,2023,08,07,2023-08-07,17:10:00,3,NY,36,0,1,0,0,10000,0,43.0562,-75.4648,43.0751,-75.4624,1.3100,200,1,1,1,65,0,0,0,0
623202,2023,08,07,2023-08-07,17:17:00,3,NY,36,0,1,0,0,25000,0,43.3300,-75.5900,43.3500,-75.5900,1.3800,110,1,1,1,65,0,0,0,0
623203,2023,08,07,2023-08-07,17:21:00,3,PA,42,0,1,0,0,0,0,40.6300,-75.4246,40.6337,-75.4216,0.3000,160,1,1,1,77,0,0,0,0
623204,2023,08,07,2023-08-07,17:27:00,3,NY,36,0,-9,0,0,5000,0,43.5400,-75.7000,43.5500,-75.6900,0.8500,100,1,1,1,49,0,0,0,0
623205,2023,08,07,2023-08-07,17:37:00,3,NJ,34,0,0,0,0,0,0,40.5748,-75.1567,40.5811,-75.1511,0.5200,150,1,1,1,19,0,0,0,0
623206,2023,08,07,2023-08-07,17:42:00,3,NY,36,0,3,0,0,1500000,0,43.4600,-75.5100,43.6500,-75.4200,16.0000,700,1,1,1,49,0,0,0,0
623207,2023,08,08,2023-08-08,09:20:00,3,MA,25,0,1,0,0,10000,0,41.6808,-70.8477,41.6886,-70.8333,0.9000,300,1,1,1,23,0,0,0,0
623208,2023,08,08,2023-08-08,09:52:00,3,MA,25,0,0,0,0,2000,0,41.6751,-70.3917,41.6820,-70.3721,1.2000,650,1,1,1,1,0,0,0,0
623209,2023,08,08,2023-08-08,13:50:00,3,AZ,04,0,0,0,0,0,0,36.0200,-111.3900,36.0909,-111.4076,4.9900,10,1,1,1,5,0,0,0,0
623210,2023,08,08,2023-08-08,16:29:00,3,CO,08,0,-9,0,0,0,0,40.1765,-102.9287,40.1765,-102.9287,0.0100,50,1,1,1,121,0,0,0,0
623211,2023,08,08,2023-08-08,16:39:00,3,CO,08,0,3,0,0,1000000,0,40.1455,-102.9141,40.1090,-102.7440,15.6500,212,1,1,1,121,125,0,0,0
623212,2023,08,08,2023-08-08,16:50:00,3,NE,31,0,-9,0,0,0,0,41.7000,-102.8400,41.7000,-102.8400,0.0500,25,1,1,1,123,0,0,0,0
623213,2023,08,08,2023-08-08,17:29:00,3,CO,08,0,0,0,0,0,0,40.1765,-102.9287,40.1765,-102.9287,0.0100,50,1,1,1,121,0,0,0,0
623214,2023,08,08,2023-08-08,17:30:00,3,CO,08,0,-9,0,0,0,0,40.0603,-102.6425,39.9881,-102.6740,5.2800,200,1,1,1,125,0,0,0,0
623215,2023,08,08,2023-08-08,18:04:00,3,CO,08,0,0,0,0,0,0,39.9045,-102.7160,39.8814,-102.7243,1.6700,193,1,1,1,125,0,0,0,0
623216,2023,08,08,2023-08-08,18:19:00,3,CO,08,0,-9,0,0,0,0,39.8553,-102.6889,39.8474,-102.6730,1.0000,150,1,1,1,125,0,0,0,0
623217,2023,08,08,2023-08-08,18:23:00,3,CO,08,0,-9,0,0,0,0,39.8129,-102.6587,39.8056,-102.6441,0.9300,75,1,1,1,125,0,0,0,0
623218,2023,08,08,2023-08-08,19:00:00,3,CO,08,0,-9,0,0,0,0,39.6886,-102.5101,39.6886,-102.5017,0.4500,150,1,1,1,125,0,0,0,0
623219,2023,08,08,2023-08-08,19:25:00,3,CO,08,0,2,0,0,30000,0,39.6139,-102.3955,39.5413,-102.3638,5.2900,150,1,1,1,125,63,0,0,0
623220,2023,08,08,2023-08-08,21:17:00,3,KS,20,0,-9,0,0,0,0,39.2998,-102.0227,39.2887,-102.0033,1.3000,75,1,1,1,181,0,0,0,0
623221,2023,08,09,2023-08-09,11:00:00,3,PR,72,0,0,0,0,40000,0,18.4513,-67.0931,18.4538,-67.0935,0.2500,15,1,1,1,5,0,0,0,0
623222,2023,08,09,2023-08-09,22:44:00,3,KY,21,0,0,0,0,150000,15000,38.4464,-83.6408,38.4464,-83.6408,0.3300,75,1,1,1,69,0,0,0,0
623223,2023,08,10,2023-08-10,01:21:00,3,AL,01,0,0,0,0,0,0,34.7805,-87.2416,34.7365,-87.1211,7.6500,225,1,1,1,83,0,0,0,0
623224,2023,08,10,2023-08-10,12:08:00,3,NJ,34,0,1,0,0,0,0,39.7777,-75.2698,39.7806,-75.2581,0.6600,70,1,1,1,15,0,0,0,0
623225,2023,08,10,2023-08-10,13:08:00,3,NJ,34,0,1,0,0,0,0,39.9736,-74.5263,39.9771,-74.5229,0.3100,100,1,1,1,5,0,0,0,0
623226,2023,08,10,2023-08-10,18:41:00,3,SD,46,0,-9,0,0,0,0,44.4730,-97.6000,44.4740,-97.5890,0.5500,25,1,1,1,77,0,0,0,0
623227,2023,08,10,2023-08-10,18:47:00,3,SD,46,0,0,0,0,0,0,44.6371,-97.5324,44.6396,-97.5146,0.8900,90,1,1,1,25,0,0,0,0
623228,2023,08,10,2023-08-10,19:10:00,3,SD,46,0,-9,0,0,0,0,44.4500,-97.3620,44.4550,-97.3410,1.0600,25,1,1,1,77,0,0,0,0
623229,2023,08,11,2023-08-11,17:51:00,3,MI,26,0,1,0,0,1000000,0,42.8280,-84.2680,42.8260,-84.2080,3.0400,430,1,1,1,155,0,0,0,0
623230,2023,08,11,2023-08-11,22:18:00,3,MO,29,0,0,0,0,0,0,40.0300,-93.0000,40.0400,-92.9800,1.2600,30,1,1,1,115,0,0,0,0
623231,2023,08,12,2023-08-12,02:34:00,3,MO,29,0,0,0,0,0,0,39.1014,-91.5007,39.0810,-91.4613,2.5400,40,1,1,1,139,0,0,0,0
623232,2023,08,12,2023-08-12,07:56:00,3,KY,21,0,1,0,0,60000,0,36.5677,-89.1967,36.5629,-89.1750,1.2500,350,1,1,1,75,0,0,0,0
623233,2023,08,12,2023-08-12,08:13:00,3,KY,21,0,1,0,0,100000,0,36.5562,-88.8729,36.5840,-88.8448,2.4700,275,1,1,1,105,0,0,0,0
623234,2023,08,12,2023-08-12,10:46:00,3,OH,39,0,1,0,0,250000,0,40.6400,-83.6100,40.6300,-83.5700,2.2000,200,1,1,1,65,0,0,0,0
623235,2023,08,12,2023-08-12,10:47:00,3,TN,47,0,0,0,0,100000,0,35.9341,-86.8527,35.9159,-86.8285,1.8500,40,1,1,1,187,0,0,0,0
623236,2023,08,12,2023-08-12,11:13:00,3,OH,39,0,1,0,0,23000,0,40.6415,-83.3633,40.6418,-83.3607,0.1400,75,1,1,1,101,0,0,0,0
623237,2023,08,12,2023-08-12,11:24:00,3,PA,42,0,0,0,0,5000,0,41.8790,-79.7884,41.8734,-79.7840,0.4500,20,1,1,1,49,0,0,0,0
623238,2023,08,12,2023-08-12,13:20:00,3,OH,39,0,0,0,0,0,0,40.5886,-82.0918,40.5746,-82.0673,1.6100,25,1,1,1,75,0,0,0,0
623239,2023,08,12,2023-08-12,14:32:00,3,PA,42,0,1,0,0,100000,0,41.0200,-76.1800,41.0460,-76.1280,3.2500,150,1,1,1,79,0,0,0,0
623240,2023,08,12,2023-08-12,16:05:00,3,NY,36,0,0,0,0,15000,0,41.9700,-75.1800,41.9800,-75.1100,3.6600,150,1,1,1,25,0,0,0,0
623241,2023,08,12,2023-08-12,17:33:00,3,OH,39,0,1,0,0,10000,0,39.2883,-82.0671,39.3009,-82.0269,2.3200,300,1,1,1,9,0,0,0,0
623242,2023,08,12,2023-08-12,18:08:00,3,PA,42,0,1,0,0,350000,10000,40.1000,-80.3700,40.0800,-80.2900,4.4500,30,1,1,1,125,0,0,0,0
623243,2023,08,12,2023-08-12,18:13:00,3,OH,39,0,1,0,0,300000,5000,40.1100,-80.9400,40.1100,-80.9100,1.5900,20,1,1,1,13,0,0,0,0
623244,2023,08,12,2023-08-12,18:49:00,3,PA,42,0,1,0,0,0,0,40.5516,-78.8199,40.5498,-78.8143,0.3200,100,1,1,1,21,0,0,0,0
623245,2023,08,12,2023-08-12,18:55:00,3,PA,42,0,0,0,0,10000,0,40.5317,-78.7583,40.5311,-78.7545,0.2000,100,1,1,1,21,0,0,0,0
623246,2023,08,12,2023-08-12,19:00:00,3,CT,09,0,0,0,0,0,0,41.5100,-73.3300,41.5200,-73.3350,0.7500,30,1,1,1,5,0,0,0,0
623247,2023,08,13,2023-08-13,16:35:00,3,IL,17,0,0,0,0,0,0,38.1670,-90.0570,38.1670,-90.0500,0.3800,10,1,1,1,133,0,0,0,0
623248,2023,08,13,2023-08-13,18:14:00,3,MN,27,0,0,0,0,10000,0,43.8180,-95.5050,43.8330,-95.4930,1.2500,50,1,1,1,105,0,0,0,0
623249,2023,08,13,2023-08-13,19:09:00,3,AZ,04,0,0,0,0,0,0,32.3209,-111.3535,32.3224,-111.3536,0.1000,25,1,1,1,19,0,0,0,0
623250,2023,08,14,2023-08-14,12:25:00,3,IA,19,0,-9,0,0,0,0,42.3382,-90.9879,42.3396,-90.9650,1.2300,20,1,1,1,61,0,0,0,0
623251,2023,08,14,2023-08-14,15:22:00,3,IL,17,0,-9,0,0,0,0,41.6226,-89.4131,41.6216,-89.4073,0.3000,10,1,1,1,103,0,0,0,0
623252,2023,08,14,2023-08-14,16:32:00,3,IN,18,0,0,0,0,70000,0,39.4758,-84.9611,39.4714,-84.9099,2.8000,150,1,1,1,47,0,0,0,0
